platform,course name,instructor,subject,image,description,link,rating
coursera,Big Data Specialization,Ilkay Altintas,big data,https://tse2.mm.bing.net/th?id=OIP.LBH4TjnYqtMHQJDlhXN1IwHaEN&pid=Api&P=0,"You will be guided through the basics of using Hadoop with MapReduce, Spark, Pig and Hive. By following along with provided code, you will experience how one can perform predictive modeling and leverage graph analytics to model problems. ",https://www.coursera.org/specializations/big-data,4.5
udemy,The Ultimate Hands-On Hadoop: Tame your Big Data!,Frank Kane,big data,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2vHyD-NHKr9jYWtR7Xj-WwT9KKfiPZ9o8-A&usqp=CAU,"This course is comprehensive, covering over 25 different technologies in over 14 hours of video lectures. It's filled with hands-on activities and exercises, so you get some real experience in using Hadoop - it's not just theory.",https://www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/,4.5
udemy,Spark and Python for Big Data with PySpark,Jose Portilla,big data,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2vHyD-NHKr9jYWtR7Xj-WwT9KKfiPZ9o8-A&usqp=CAU,"This course will teach the basics with a crash course in Python, continuing on to learning how to use Spark DataFrames with the latest Spark 2.0 syntax! Once we've done that we'll go through how to use the MLlib Machine Library with the DataFrame syntax and Spark. All along the way you'll have exercises and Mock Consulting Projects that put you right into a real world situation where you need to use your new skills to solve a real problem!",https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,4.5
simplilearn ,Introduction to Big Data Tools for Beginners,Simplilearn Instructors,big data,https://tse1.mm.bing.net/th?id=OIP.IIXqfJLb1STdQQs-WqZu6QHaFP&pid=Api&P=0,"The free course on Big Data tools gives you a comprehensive understanding of some of popular technologies. Aspiring Big Data engineers and Hadoop developers will benefit from this introduction to big data tools. You will understand how to choose the right tool for the different data tasks, ranging from sorting to processing.",https://www.simplilearn.com/big-data-tools-free-course-online-skillup,4.5
simplilearn ,Introduction to PySpark for Beginners,Simplilearn Instructors,big data,https://tse1.mm.bing.net/th?id=OIP.IIXqfJLb1STdQQs-WqZu6QHaFP&pid=Api&P=3,Learn Pyspark through this free course and get an in-depth understanding of what it is and its different features. The hands-on demos in the Introduction to Pyspark program helps you develop a solid foundation in data processing and handling using Spark.,https://www.simplilearn.com/learn-pyspark-free-course-skillup,4.5
simplilearn ,Introduction to Apache Spark Data Analytics for Beginners,Simplilearn Instructors,big data,https://tse1.mm.bing.net/th?id=OIP.IIXqfJLb1STdQQs-WqZu6QHaFP&pid=Api&P=4,Learn Apache Spark data analytics through this free course and get an in-depth understanding of the involved processes and technologies. The hands-on demos in the Introduction to Apache Spark data analytics program helps you develop a solid foundation through applied learning.,https://www.simplilearn.com/learn-basics-of-data-analytics-with-spark-free-course-skillup,4.5
great learning,Mastering Big Data Analytics,Mr. Sajan Kedia,big data,https://t2.gstatic.com/images?q=tbn:ANd9GcT6yUFkHf_4Vd_cVjcJ2kGoG_bkP_3ht5PHW8Wuqswvq6tOrVmV,"Learn big data from basics in this free online training. Big data course is taught hands-on by experts. Understand all about hadoop, hive, apache kafka, spark. Go from beginners level to advance in this big data course.",mygreatlearning.com/academy/learn-for-free/courses/mastering-big-data-analytics,4.5
great learning,Introduction to Big Data and Hadoop,great learning academy,big data,https://t2.gstatic.com/images?q=tbn:ANd9GcT6yUFkHf_4Vd_cVjcJ2kGoG_bkP_3ht5PHW8Wuqswvq6tOrVmV,Learn big data and Hadoop From Basics In This Free Online Training. Big Data and Hadoop course Is Taught Hands-On By Experts. Learn What is Hadoop and the Hadoop Architecture in details with example. Best for Beginners. Start Now!,https://www.mygreatlearning.com/academy/learn-for-free/courses/introduction-to-big-data-and-hadoop,4.5
great learning,Hadoop: Map Reduce,great learning academy,big data,https://t2.gstatic.com/images?q=tbn:ANd9GcT6yUFkHf_4Vd_cVjcJ2kGoG_bkP_3ht5PHW8Wuqswvq6tOrVmV,"This course allows beginners to learn the basics of Hadoop Map Reduce, a powerful interactive charting technique. With Seaborn and Cufflinks, you will learn the basics of data visualization and create interactive charts.",https://www.mygreatlearning.com/academy/learn-for-free/courses/hadoop-map-reduce,4.5
great learning,Big Data and AI,great learning academy,big data,https://t2.gstatic.com/images?q=tbn:ANd9GcT6yUFkHf_4Vd_cVjcJ2kGoG_bkP_3ht5PHW8Wuqswvq6tOrVmV,"Learn big data and ai in this free online training. Big data and ai course is taught hands-on by experts. Learn about what is big data & ai, uses of ai tools trends in detail with examples. Enroll for free now!",https://www.mygreatlearning.com/academy/learn-for-free/courses/big-data-and-ai,4.5
coursera,Introduction to Big Data with Spark and Hadoop,Karthik Muthuraman,big data,https://tse2.mm.bing.net/th?id=OIP.LBH4TjnYqtMHQJDlhXN1IwHaEN&pid=Api&P=0,"In this course, you will learn about the characteristics of Big Data and its application in Big Data Analytics. You will gain an understanding about the features, benefits, limitations, and applications of some of the Big Data processing tools.",https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,4.4
coursera,Big Data Integration and Processing,Ilkay Altintas,big data,https://tse2.mm.bing.net/th?id=OIP.LBH4TjnYqtMHQJDlhXN1IwHaEN&pid=Api&P=0,"This course is for those new to data science. Completion of Intro to Big Data is recommended. No prior programming experience is needed, although the ability to install applications and utilize a virtual machine is necessary to complete the hands-on assignments. ",https://www.coursera.org/learn/big-data-integration-processing,4.4
udemy,Taming Big Data with Apache Spark and Python - Hands On!,Frank Kane,big data,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2vHyD-NHKr9jYWtR7Xj-WwT9KKfiPZ9o8-A&usqp=CAU,"“Big data"" analysis is a hot and highly valuable skill – and this course will teach you the hottest technology in big data: Apache Spark and specifically PySpark. Employers including Amazon, EBay, NASA JPL, and Yahoo all use Spark to quickly extract meaning from massive data sets across a fault-tolerant Hadoop cluster. You'll learn those same techniques, using your own Windows system right at home. It's easier than you might think.",https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,4.4
great learning,Big Data Landscape,great learning academy,big data,https://t2.gstatic.com/images?q=tbn:ANd9GcT6yUFkHf_4Vd_cVjcJ2kGoG_bkP_3ht5PHW8Wuqswvq6tOrVmV,Learn Big Data Landscape from basics in this free online training. This free Big Data Landscape course is taught hands-on by experts. Also learn about Different Roles in Big Data Analytics. Best for Beginners. Start now!,https://www.mygreatlearning.com/academy/learn-for-free/courses/big-data-landscape,4.4
simplilearn ,Big Data Hadoop and Spark Developer,Simplilearn Instructors,big data,https://tse1.mm.bing.net/th?id=OIP.IIXqfJLb1STdQQs-WqZu6QHaFP&pid=Api&P=2,"Learn Spark & Hadoop basics with our Big Data Hadoop for beginners program. Designed to give you in-depth knowledge of Spark basics, this Hadoop framework program prepares you for success in your role as a big data developer. Work on real-life industry-based projects through integrated labs. Learn Hadoop to understand how multiple elements of the Hadoop ecosystem fit in big data processing cycle.",https://www.simplilearn.com/learn-hadoop-spark-basics-skillup,4.3
coursera,Blockchain Revolution Specialization,Don Tapscott,blockchain,https://tse3.mm.bing.net/th?id=OIP.4KidZomkcQgoLkpCdyLtfwHaEK&pid=Api&P=0,"Blockchain is poised to transform every industry and managerial function—redefining the ways we transact online, share ideas, and manage workflows. It’s a new technology that every business professional needs to understand.",https://www.coursera.org/specializations/blockchain-revolution-enterprise,4.7
coursera,Blockchain and Cryptocurrency Explained,Robert Dittmar,blockchain,https://tse3.mm.bing.net/th?id=OIP.4KidZomkcQgoLkpCdyLtfwHaEK&pid=Api&P=0,"The sudden rise in the value of Bitcoin and other cryptocurrencies, and its subsequent decline, focused the world’s attention on cryptocurrencies as a means of payment. Blockchain technology powers Bitcoin and has been hyped as the next new, transformative technology.",https://www.coursera.org/learn/crypto-finance,4.7
coursera,Introduction to Blockchain Technologies,Don Tapscott,blockchain,https://tse3.mm.bing.net/th?id=OIP.4KidZomkcQgoLkpCdyLtfwHaEK&pid=Api&P=0,"In this first course of the specialization, we will discuss the limitations of the Internet for business and economic activity, and explain how blockchain technology represents the way forward. After completing this course, you will be able to explain what blockchain is, how it works, and why it is revolutionary. ",https://www.coursera.org/learn/introduction-blockchain-technologies,4.7
udemy,"Python, JS, & React | Build a Blockchain & Cryptocurrency",David Joseph Katz,blockchain,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ_RmEZy4Jlo09tsCthX0tW9TZ4i5IDYI2YA&usqp=CAU,"The course includes Python, Blockchains, Cryptocurrencies, Web Development (Backend and Frontend), JavaScript, React JS, React Hooks and more. By investing in this course, you're really getting your bang for your buck.",https://www.udemy.com/course/python-js-react-blockchain/,4.7
udemy,"Build a Blockchain & Cryptocurrency | Full-Stack Edition
",David Joseph Katz,blockchain,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ_RmEZy4Jlo09tsCthX0tW9TZ4i5IDYI2YA&usqp=CAU,"Taking this course will turn you into both a software engineer, and a specialized blockchain engineer. This position is a new one in the software industry. And the demand is high. But the supply is low. So open a ton of doors by becoming an in-demand engineer with a fully deployed blockchain and cryptocurrency on your resume!",https://www.udemy.com/course/build-blockchain-full-stack/,4.7
great learning,Digital Clock in Python,great learning academy,blockchain,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROjUItHcFXtlbIyQi4Rse8I8ZVg-ZFHHUSB_-eD-CjDOV0K7Sb727-T0GzVVUzfQeGcfE&usqp=CAU,"In this python project, we will be learning how you can make your own digital clock with the help of python programming language and GUI (graphical user interface). ",https://www.mygreatlearning.com/academy/learn-for-free/courses/digital-clock-in-python,4.6
coursera,Blockchain Specialization,Bina Ramamurthy,blockchain,https://tse3.mm.bing.net/th?id=OIP.4KidZomkcQgoLkpCdyLtfwHaEK&pid=Api&P=0,"This specialization introduces blockchain, a revolutionary technology that enables peer-to-peer transfer of digital assets without any intermediaries, and is predicted to be just as impactful as the Internet. ",https://www.coursera.org/specializations/blockchain,4.6
coursera,Blockchain Basics,Bina Ramamurthy,blockchain,https://tse3.mm.bing.net/th?id=OIP.4KidZomkcQgoLkpCdyLtfwHaEK&pid=Api&P=0,This first course of the Blockchain specialization provides a broad overview of the essential concepts of blockchain technology – by initially exploring the Bitcoin protocol followed by the Ethereum protocol – to lay the foundation necessary for developing applications and programming. ,https://www.coursera.org/learn/blockchain-basics,4.6
simplilearn ,Blockchain Developer,Simplilearn Instructors,blockchain,https://tse2.mm.bing.net/th?id=OIP.sVWiDRMcGvLwt3NDwTCSlAHaEE&pid=Api&P=0,"This Blockchain basics program will help you cut through the buzz surrounding blockchain, Bitcoin, and cryptocurrency. Learn blockchain and its core platforms while mastering important tools like Ganache, Truffle, MetaMask, and Geth. You will also be able to create apps with Ethereum and set up a small private network using Hyperledger Composer.",https://www.simplilearn.com/learn-blockchain-basics-skillup?tag=Blockchain%20Developer,4.6
